,family,steel,carbon,hardness,temper_rolling,condition,formability,strength,non-ageing,surface-quality,bf,bt,bw/me,bl,cbond,ferro,blue/bright/varn/clean,shape,thick,width,len,bore,recozimento,thick_q,width_q,len_q
314,?,A,0,0,?,S,2.0,0,?,G,?,?,B,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
315,?,A,0,0,?,S,2.0,0,?,G,?,?,B,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
316,?,A,0,0,?,S,2.0,0,?,G,?,?,B,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
317,?,A,0,0,?,S,2.0,0,?,G,?,?,B,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
318,?,A,0,0,?,S,2.0,0,?,G,?,?,B,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
319,?,A,0,0,?,S,2.0,0,?,G,Y,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
320,?,A,0,0,?,S,2.0,0,?,G,Y,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
321,?,A,0,0,?,S,2.0,0,?,G,Y,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
322,?,A,0,0,?,S,2.0,0,?,G,Y,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
323,?,A,0,0,?,S,2.0,0,?,G,Y,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
324,?,A,0,0,?,S,2.0,0,?,G,Y,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
325,?,A,0,0,?,S,2.0,0,?,G,Y,?,B,Y,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
326,?,A,0,0,?,S,2.0,0,?,G,?,Y,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
327,?,A,0,0,?,S,2.0,0,?,G,?,Y,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
328,?,A,0,0,?,S,2.0,0,?,G,?,Y,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
329,?,A,0,0,?,S,2.0,0,?,G,?,Y,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
330,?,A,0,0,?,S,2.0,0,?,G,?,Y,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
331,?,A,0,0,?,S,2.0,0,?,G,?,Y,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
332,?,A,0,0,?,S,2.0,0,?,G,?,Y,?,?,?,?,?,SHEET,0.7,610.0,4880.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_03
333,?,K,55,0,?,?,?,0,?,?,?,Y,M,?,?,?,?,COIL,1.5,640.0,0.0,0,mediano,grupo_thick_03,grupo_width_02,grupo_len_01
334,?,A,0,45,?,S,?,0,?,D,?,?,?,?,?,?,?,SHEET,0.599,609.9,4880.0,0,ruim,grupo_thick_01,grupo_width_02,grupo_len_03
335,?,R,0,0,?,S,3.0,0,?,?,?,?,B,Y,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
336,?,R,0,0,?,S,3.0,0,?,?,?,?,B,Y,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
337,?,R,0,0,?,S,3.0,0,?,?,?,?,B,Y,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
338,?,R,0,0,?,S,3.0,0,?,?,?,?,B,Y,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
339,?,R,0,0,?,S,3.0,0,?,?,?,?,B,Y,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
340,?,R,0,0,?,S,3.0,0,?,?,?,?,B,Y,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
341,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
342,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
343,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
344,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
345,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
346,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
347,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
348,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
349,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
350,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
351,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
352,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
353,?,R,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
354,?,R,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
355,?,R,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
356,?,R,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
357,?,R,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
358,?,R,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
359,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
360,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
361,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
362,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
363,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
364,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
365,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
366,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
367,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
368,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
369,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
370,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,0.8,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
371,TN,A,0,0,?,?,3.0,0,N,?,?,?,?,?,?,Y,?,SHEET,1.6,610.0,761.0,0,mediano,grupo_thick_04,grupo_width_02,grupo_len_02
372,TN,A,0,0,?,?,3.0,0,N,?,?,?,B,?,?,?,?,COIL,0.6,610.0,0.0,0,ideal,grupo_thick_01,grupo_width_02,grupo_len_01
373,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,1.599,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
374,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,1.599,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
375,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,1.599,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
376,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,1.599,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
377,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,1.599,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
378,?,R,0,0,?,S,2.0,0,?,?,?,Y,?,?,?,?,?,SHEET,1.599,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
379,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,1.599,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
380,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,1.599,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
381,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,1.599,610.0,4880.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_03
382,?,R,0,0,?,S,2.0,0,?,?,?,?,B,Y,?,?,?,SHEET,2.0,610.0,612.0,0,ruim,grupo_thick_05,grupo_width_02,grupo_len_02
383,?,R,0,0,?,?,?,500,?,?,?,?,?,?,?,?,?,SHEET,1.0,610.0,4880.0,0,mediano,grupo_thick_02,grupo_width_02,grupo_len_03
384,?,A,0,0,?,S,2.0,0,?,F,?,?,?,?,?,?,?,SHEET,0.9990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
385,?,A,0,0,?,S,2.0,0,?,F,?,?,?,?,?,?,?,SHEET,0.9990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
386,?,A,0,0,?,S,2.0,0,?,F,?,?,?,?,?,?,?,SHEET,0.9990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
387,?,A,0,0,?,S,2.0,0,?,F,Y,?,?,?,?,?,?,SHEET,0.9990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
388,?,A,0,0,?,S,2.0,0,?,F,Y,?,?,?,?,?,?,SHEET,0.9990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
389,?,A,0,0,?,S,2.0,0,?,F,Y,?,?,?,?,?,?,SHEET,0.9990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
390,?,A,0,0,?,S,2.0,0,?,F,Y,?,?,Y,?,?,?,SHEET,0.9990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
391,?,A,0,0,?,S,2.0,0,?,F,Y,?,?,Y,?,?,?,SHEET,0.9990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
392,?,A,0,0,?,S,2.0,0,?,F,Y,?,?,Y,?,?,?,SHEET,0.9990000000000001,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
393,?,A,0,0,?,S,2.0,0,?,F,Y,?,B,Y,?,?,?,SHEET,0.6990000000000001,610.0,761.0,0,mediano,grupo_thick_02,grupo_width_02,grupo_len_02
394,?,A,0,0,?,S,2.0,0,?,F,Y,?,B,Y,?,?,?,SHEET,0.6990000000000001,610.0,761.0,0,mediano,grupo_thick_02,grupo_width_02,grupo_len_02
395,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,761.0,0,mediano,grupo_thick_02,grupo_width_02,grupo_len_02
396,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,SHEET,0.6990000000000001,610.0,761.0,0,mediano,grupo_thick_02,grupo_width_02,grupo_len_02
397,?,A,0,45,?,S,?,0,?,D,?,?,?,Y,?,?,?,SHEET,0.7,610.0,762.0,0,ruim,grupo_thick_02,grupo_width_02,grupo_len_02
398,?,A,0,45,?,S,?,0,?,D,?,?,B,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
399,?,A,0,45,?,S,?,0,?,D,?,?,B,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
400,?,A,0,45,?,S,?,0,?,D,?,?,?,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
401,?,A,0,45,?,S,?,0,?,D,?,?,?,?,?,?,?,COIL,1.6,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
402,TN,A,0,0,?,?,3.0,0,N,?,?,?,?,?,?,?,?,SHEET,0.5,1220.0,4880.0,0,ruim,grupo_thick_01,grupo_width_03,grupo_len_03
403,?,R,0,0,?,S,2.0,0,?,E,Y,?,B,?,?,?,?,SHEET,0.7,1300.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
404,?,R,0,0,?,S,2.0,0,?,E,Y,?,B,?,?,?,?,SHEET,0.7,1300.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
405,?,A,0,0,?,S,2.0,0,?,G,?,Y,?,?,?,?,?,SHEET,0.7,1300.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
406,?,A,0,0,?,S,2.0,0,?,G,?,Y,?,?,?,?,?,SHEET,0.7,1300.0,4880.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_03
407,?,A,0,70,T,?,?,0,?,G,?,?,B,?,?,?,?,COIL,0.8,50.0,0.0,0,ideal,grupo_thick_02,grupo_width_01,grupo_len_01
408,?,A,0,70,T,?,?,0,?,G,?,?,B,?,?,?,?,COIL,0.8,50.0,0.0,0,ideal,grupo_thick_02,grupo_width_01,grupo_len_01
409,?,A,0,70,T,?,?,0,?,G,?,?,?,?,?,?,?,COIL,0.8,50.0,0.0,0,ideal,grupo_thick_02,grupo_width_01,grupo_len_01
410,?,A,0,70,T,?,?,0,?,G,?,?,?,?,?,?,?,COIL,0.8,50.0,0.0,0,ideal,grupo_thick_02,grupo_width_01,grupo_len_01
411,TN,A,0,0,?,?,3.0,0,N,?,?,?,?,?,?,?,?,SHEET,0.6,1220.0,761.0,0,ideal,grupo_thick_01,grupo_width_03,grupo_len_02
412,?,R,0,0,?,?,?,500,?,?,?,?,?,?,?,?,?,SHEET,1.0,1100.0,762.0,0,ideal,grupo_thick_02,grupo_width_03,grupo_len_02
413,?,A,0,85,T,?,?,0,?,G,?,?,?,?,?,?,?,COIL,3.2,610.0,0.0,0,ideal,grupo_thick_06,grupo_width_02,grupo_len_01
414,?,A,0,85,T,?,?,0,?,G,?,?,?,?,?,?,?,COIL,3.2,610.0,0.0,0,ideal,grupo_thick_06,grupo_width_02,grupo_len_01
415,?,A,0,85,T,?,?,0,?,G,?,?,?,?,?,?,?,COIL,3.2,610.0,0.0,0,ideal,grupo_thick_06,grupo_width_02,grupo_len_01
416,?,A,0,85,T,?,?,0,?,G,?,?,?,?,?,?,?,COIL,3.2,610.0,0.0,0,ideal,grupo_thick_06,grupo_width_02,grupo_len_01
417,?,A,0,45,?,S,?,0,?,D,?,?,?,?,?,?,?,SHEET,0.599,520.0,4880.0,0,ruim,grupo_thick_01,grupo_width_01,grupo_len_03
418,ZS,R,0,0,?,A,2.0,0,?,G,?,?,?,?,?,?,?,COIL,0.25,20.0,0.0,0,ruim,grupo_thick_01,grupo_width_01,grupo_len_01
419,?,S,0,0,?,?,?,400,?,?,?,?,?,?,?,?,V,COIL,0.8,75.0,0.0,0,ideal,grupo_thick_02,grupo_width_01,grupo_len_01
420,?,S,0,0,?,?,?,400,?,?,?,?,?,?,?,?,V,COIL,0.8,75.0,0.0,0,ideal,grupo_thick_02,grupo_width_01,grupo_len_01
421,?,S,0,0,?,?,?,400,?,?,?,?,?,?,?,?,?,COIL,0.8,75.0,0.0,0,ideal,grupo_thick_02,grupo_width_01,grupo_len_01
422,?,S,0,0,?,?,?,400,?,?,?,?,?,?,?,?,?,COIL,0.8,75.0,0.0,0,ideal,grupo_thick_02,grupo_width_01,grupo_len_01
423,?,A,0,45,?,S,?,0,?,D,?,?,B,?,?,?,?,COIL,0.6990000000000001,1320.0,0.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_01
424,?,A,0,45,?,S,?,0,?,D,?,?,B,?,?,?,?,COIL,0.6990000000000001,1320.0,0.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_01
425,?,A,0,45,?,S,?,0,?,D,?,?,?,?,?,?,?,COIL,0.6990000000000001,1320.0,0.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_01
426,?,A,0,45,?,S,?,0,?,D,?,?,?,?,?,?,?,COIL,0.6990000000000001,1320.0,0.0,0,ruim,grupo_thick_02,grupo_width_03,grupo_len_01
427,?,A,4,0,T,?,?,0,?,G,?,?,?,?,?,?,?,COIL,1.0,1130.0,0.0,0,ideal,grupo_thick_02,grupo_width_03,grupo_len_01
428,?,?,0,50,T,?,?,0,?,G,?,?,?,?,?,?,?,COIL,0.451,1320.0,0.0,0,ideal,grupo_thick_01,grupo_width_03,grupo_len_01
429,?,W,0,0,?,?,?,310,?,G,?,?,?,?,?,?,?,COIL,1.599,1275.0,0.0,0,ideal,grupo_thick_04,grupo_width_03,grupo_len_01
430,TN,A,0,0,?,?,3.0,0,N,?,?,?,?,?,?,?,?,SHEET,1.6,610.0,4880.0,0,ideal,grupo_thick_04,grupo_width_02,grupo_len_03
431,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,COIL,1.599,610.0,0.0,0,ruim,grupo_thick_04,grupo_width_02,grupo_len_01
432,?,R,0,0,?,S,2.0,0,?,?,?,?,B,Y,?,?,?,SHEET,2.0,610.0,4170.0,0,ruim,grupo_thick_05,grupo_width_02,grupo_len_03
433,?,R,0,0,?,S,2.0,0,?,?,?,?,B,Y,?,?,?,SHEET,2.0,610.0,4170.0,0,ruim,grupo_thick_05,grupo_width_02,grupo_len_03
434,?,R,0,0,?,S,2.0,0,?,?,?,?,B,Y,?,?,?,SHEET,2.0,610.0,4170.0,0,ruim,grupo_thick_05,grupo_width_02,grupo_len_03
435,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,2.0,610.0,4170.0,0,ruim,grupo_thick_05,grupo_width_02,grupo_len_03
436,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,2.0,610.0,4170.0,0,ruim,grupo_thick_05,grupo_width_02,grupo_len_03
437,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,2.0,610.0,4170.0,0,ruim,grupo_thick_05,grupo_width_02,grupo_len_03
438,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,2.0,610.0,4170.0,0,ruim,grupo_thick_05,grupo_width_02,grupo_len_03
439,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,2.0,610.0,4170.0,0,ruim,grupo_thick_05,grupo_width_02,grupo_len_03
440,?,R,0,0,?,S,2.0,0,?,?,?,?,?,Y,?,?,?,SHEET,2.0,610.0,4170.0,0,ruim,grupo_thick_05,grupo_width_02,grupo_len_03
441,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,COIL,1.2,1220.0,0.0,0,ruim,grupo_thick_03,grupo_width_03,grupo_len_01
442,?,R,0,0,?,S,2.0,0,?,?,?,?,B,Y,?,?,?,SHEET,1.599,1300.0,762.0,0,ruim,grupo_thick_04,grupo_width_03,grupo_len_02
443,?,R,0,0,?,S,2.0,0,?,?,?,?,B,Y,?,?,?,SHEET,1.599,1300.0,762.0,0,ruim,grupo_thick_04,grupo_width_03,grupo_len_02
444,?,R,0,0,?,S,2.0,0,?,E,Y,?,B,Y,?,?,?,SHEET,1.599,1300.0,762.0,0,ruim,grupo_thick_04,grupo_width_03,grupo_len_02
445,?,R,0,0,?,S,2.0,0,?,E,Y,?,B,Y,?,?,?,SHEET,1.599,1300.0,762.0,0,ruim,grupo_thick_04,grupo_width_03,grupo_len_02
446,?,V,0,0,?,S,2.0,0,?,?,?,?,?,?,?,?,?,COIL,1.2009999999999998,1525.0,0.0,0,ruim,grupo_thick_03,grupo_width_03,grupo_len_01
447,?,K,55,0,?,?,?,0,?,?,?,Y,?,?,?,?,?,COIL,1.1,900.0,0.0,0,mediano,grupo_thick_03,grupo_width_02,grupo_len_01
448,?,R,0,0,?,S,3.0,0,?,?,?,?,?,?,?,?,?,SHEET,2.0,1525.0,612.0,0,ruim,grupo_thick_05,grupo_width_03,grupo_len_02
449,?,A,0,50,T,?,?,0,?,G,?,Y,?,?,?,?,?,COIL,0.6,610.0,0.0,0,ideal,grupo_thick_01,grupo_width_02,grupo_len_01
450,?,A,0,50,T,?,?,0,?,G,?,Y,?,?,?,?,?,COIL,0.6,610.0,0.0,0,ideal,grupo_thick_01,grupo_width_02,grupo_len_01
451,ZS,A,0,50,T,?,?,0,?,E,?,?,?,?,?,?,?,COIL,0.6,610.0,0.0,0,ideal,grupo_thick_01,grupo_width_02,grupo_len_01
452,ZS,A,0,50,T,?,?,0,?,E,?,?,?,?,?,?,?,COIL,0.6,610.0,0.0,0,ideal,grupo_thick_01,grupo_width_02,grupo_len_01
453,?,W,0,0,?,?,?,310,?,G,Y,?,?,?,?,?,?,SHEET,2.5,610.0,4880.0,0,ideal,grupo_thick_05,grupo_width_02,grupo_len_03
454,?,A,0,60,T,?,?,0,?,G,?,?,?,?,?,?,?,COIL,0.6,50.0,0.0,0,ideal,grupo_thick_01,grupo_width_01,grupo_len_01
455,?,A,0,45,?,S,?,0,?,D,?,?,?,?,?,?,?,SHEET,0.6990000000000001,1320.0,760.0,0,mediano,grupo_thick_02,grupo_width_03,grupo_len_02
456,?,R,0,0,?,A,3.0,0,?,G,?,?,?,?,Y,?,?,COIL,0.4,58.0,0.0,0,mediano,grupo_thick_01,grupo_width_01,grupo_len_01
457,?,R,0,0,?,S,2.0,0,?,E,?,?,B,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
458,?,R,0,0,?,S,2.0,0,?,E,?,?,B,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
459,?,R,0,0,?,S,2.0,0,?,E,?,?,B,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
460,?,R,0,0,?,S,2.0,0,?,E,?,?,B,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
461,?,A,0,0,?,S,2.0,0,?,E,?,?,B,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
462,?,A,0,0,?,S,2.0,0,?,E,?,?,B,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
463,?,A,0,0,?,S,2.0,0,?,E,?,?,B,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
464,?,A,0,0,?,S,2.0,0,?,E,?,?,B,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
465,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
466,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
467,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
468,?,A,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
469,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
470,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
471,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
472,?,R,0,0,?,S,2.0,0,?,E,?,?,?,?,?,?,?,COIL,3.2,609.9,0.0,0,ruim,grupo_thick_06,grupo_width_02,grupo_len_01
